82,GD0057,601104,0,MALE
83,GD0489,603101,0,MALE
84,GD0073,601105,0,MALE
85,GD0445,603102,1,MALE
86,IC0038,688008,1,MALE
87,IC0001,688008,0,MALE
88,IC0044,688008,0,MALE
89,IC0007,688008,0,MALE
90,IC0050,688008,0,MALE
91,IC0013,688008,0,MALE
92,YY0006,688004,1,MALE
93,IC0019,688008,0,MALE
94,YL0001,600001,0,MALE
95,IC0025,688008,0,MALE
96,YL0007,600001,0,MALE
97,IC0031,688008,0,MALE
98,PS0003,688001,1,MALE
99,IB0049,688009,1,MALE
100,PS0008,688001,0,MALE
101,AU1005,688004,0,MALE
102,PS0014,688001,0,MALE
103,AU1011,688004,0,MALE
104,PS0020,688001,0,MALE
105,AU2001,688004,0,MALE
106,YX0001,600001,0,MALE
107,XY0005,688004,0,MALE
108,YX1104,601104,0,MALE
109,XY0011,688004,0,MALE
110,YX1110,601110,1,MALE
111,ED0005,688007,0,MALE
112,GD0562,601116,1,MALE
113,ED0011,688007,0,MALE
114,GD0278,601125,0,MALE
115,ED0017,688007,0,MALE
116,GD0284,601126,1,MALE
117,ED0023,688007,0,MALE
118,GD0290,601126,0,MALE
119,ED0029,688007,0,MALE
120,GD0296,601127,1,MALE
121,ED0035,688007,0,MALE
122,GD0302,601128,1,MALE
123,ED0041,688007,0,MALE
124,GD0308,601128,0,MALE
125,GS0084,601106,0,MALE
126,GD0314,601129,0,MALE
127,10068,601108,0,MALE
128,11047,601111,1,MALE
129,2115,601113,1,MALE
130,14020,601111,0,MALE
131,1834,601104,0,MALE
132,4059,601104,0,MALE
133,4088,601104,0,MALE
134,7055,601108,0,MALE
135,1619,601123,1,MALE
136,1225,601101,0,MALE
137,1328,601102,0,MALE
138,2041,601103,0,MALE
139,3040,601102,0,MALE
140,5060,601111,0,MALE
141,6035,601106,0,MALE
142,8035,601108,0,MALE
143,9051,601109,0,MALE
144,10044,601110,0,MALE
145,IN0032,688005,1,MALE
146,IN0038,688005,0,MALE
147,IN0044,688005,0,MALE
148,IN0050,688005,0,MALE
149,GD0083,601106,0,MALE
150,GD0089,601106,0,MALE
151,GD0095,601107,0,MALE
152,GD0101,601108,0,MALE
153,GD0107,601108,0,MALE
154,GD0113,601109,0,MALE
155,GD0119,601109,0,MALE
156,GD0125,601110,0,MALE
157,GD0131,601111,0,MALE
158,GD0137,601111,0,MALE
159,GD0143,601112,1,MALE
160,GD0149,601112,0,MALE
161,GD0155,601113,0,MALE
162,GD0239,601121,1,MALE
163,GD0245,601122,1,MALE
164,GD0251,601123,0,MALE
165,GD0257,601123,0,MALE
166,GD0263,601124,1,MALE
167,GD0269,601124,0,MALE
168,GD0158,601113,0,MALE
169,GD0164,601114,0,MALE
170,GD0170,601114,0,MALE
171,GD0176,601115,1,MALE
172,GD0182,601116,0,MALE
173,GD0188,601116,0,MALE
174,GD0194,601117,1,MALE
175,GD0200,601117,0,MALE
176,GD0206,601118,1,MALE
177,GD0212,601119,0,MALE
178,GD0218,601119,0,MALE
179,GD0224,601120,0,MALE
180,GD0230,601120,0,MALE
181,GD0012,601001,0,MALE
182,GD0082,601106,0,MALE
183,GD0018,601001,0,MALE
184,GD0088,601106,0,MALE
185,GD0024,601101,0,MALE
186,GD0094,601107,0,MALE
187,GD0030,601101,0,MALE
188,GD0100,601107,0,MALE
189,GD0456,601101,0,MALE
190,GD0106,601108,0,MALE
191,GD0462,601101,0,MALE
192,GD0112,601109,0,MALE
193,GD0468,601101,0,MALE
194,GD0034,601102,0,MALE
195,GD0040,601102,0,MALE
196,GD0046,601103,0,MALE
197,GD0052,601104,0,MALE
198,GD0058,601104,0,MALE
199,GD0074,601105,0,MALE
200,IC0039,688008,0,MALE
201,IC0045,688008,0,MALE
202,YY0001,688004,0,MALE
203,YY0007,688004,0,MALE
204,YL0002,600001,0,MALE
205,YL0008,600001,0,MALE
206,PS0004,688001,0,MALE
207,PS0009,688001,0,MALE
208,PS0015,688001,0,MALE
209,GD0118,601109,0,MALE
210,PS0021,688001,0,MALE
211,GD0124,601110,0,MALE
212,YX1001,601001,0,MALE
213,GD0130,601110,0,MALE
214,YX1105,601105,0,MALE
215,GD0136,601111,0,MALE
216,YX1111,601111,0,MALE
217,GD0142,601112,0,MALE
218,GD0273,601125,0,MALE
219,GD0148,601112,0,MALE
220,GD0279,601125,0,MALE
221,GD0154,601113,0,MALE
222,GD0285,601126,0,MALE
223,GD0238,601121,0,MALE
224,GD0291,601127,0,MALE
225,GD0244,601122,0,MALE
226,GD0297,601127,0,MALE
227,GD0250,601122,0,MALE
228,GD0303,601128,0,MALE
229,GD0256,601123,0,MALE
230,GD0309,601128,0,MALE
231,GD0262,601124,0,MALE
232,GD0315,601129,0,MALE
233,GD0268,601124,0,MALE
234,GD0321,601130,0,MALE
235,GD0157,601113,0,MALE
236,GD0327,601130,0,MALE
237,GD0163,601114,0,MALE
238,GD0333,601131,0,MALE
239,GD0169,601114,0,MALE
240,GD0339,601131,0,MALE
241,GD0175,601115,0,MALE
242,GD0345,602001,0,MALE
243,GD0181,601116,0,MALE
244,GD0351,602101,0,MALE
245,GD0187,601116,0,MALE
246,GD0357,602101,0,MALE
247,GD0193,601117,0,MALE
248,GD0473,602101,0,MALE
249,GD0199,601117,0,MALE
250,GD0479,602101,0,MALE
251,GD0205,601118,0,MALE
252,GD0365,602102,0,MALE
253,GD0211,601119,0,MALE
254,11041,601101,0,MALE
255,1562,601113,0,MALE
256,2260,601113,0,MALE
257,2142,601101,0,MALE
258,4029,601153,1,MALE
259,4073,601115,0,MALE
260,1853,601107,0,MALE
261,1615,601112,0,MALE
262,1384,601154,1,MALE
263,1309,601101,0,MALE
264,1592,601101,0,MALE
265,2048,601107,0,MALE
266,101118,601103,0,MALE
267,1203,601109,0,MALE
268,7054,601107,0,MALE
269,8042,601108,0,MALE
270,15022,601148,1,MALE
271,4063,601108,0,MALE
272,3037,601103,0,MALE
273,5044,601115,0,MALE
274,8028,601102,0,MALE
275,10037,601111,0,MALE
276,1424,601112,0,MALE
277,15011,601106,0,MALE
278,16016,601116,0,MALE
279,1443,601119,0,MALE
280,21004,601124,0,MALE
281,2111,601119,0,MALE
282,101079,602001,0,MALE
283,101154,602103,0,MALE
284,101235,602113,0,MALE
285,101144,602114,1,MALE
286,101246,602101,0,MALE
287,101206,602108,1,MALE
288,101145,602104,0,MALE
289,101220,602112,1,MALE
290,201050,603101,0,MALE
291,201082,603101,0,MALE
292,10024,601110,0,MALE
293,1779,601125,0,MALE
294,4045,601104,0,MALE
295,9038,601109,0,MALE
296,1051,601101,0,MALE
297,5053,601105,0,MALE
298,1097,601104,0,MALE
299,1355,601112,0,MALE
300,16001,601116,0,MALE
301,3006,601148,0,MALE
302,101021,602101,0,MALE
303,1324,601002,1,MALE
304,201062,603001,0,MALE
305,201021,600001,0,MALE
306,101091,602103,0,MALE
307,1282,601111,0,MALE
308,10015,601110,0,MALE
309,101004,601127,0,MALE
310,101117,602102,0,MALE
311,6046,601108,0,MALE
312,15009,601115,0,MALE
313,14018,601124,0,MALE
314,1538,601118,0,MALE
315,4021,601124,0,MALE
316,101060,602101,0,MALE
317,101034,602102,0,MALE
318,101135,602117,1,MALE
319,ZJ0001,688002,1,MALE
320,ZJ0007,688002,0,MALE
321,ZJ0013,688002,0,MALE
322,ZJ0019,688002,0,MALE
323,ZJ0025,688002,0,MALE
324,ZJ0031,688002,0,MALE
325,ZJ0037,688002,0,MALE
326,ZJ0043,688002,0,MALE
327,ZJ0049,688002,0,MALE
328,TP0005,688010,1,MALE
329,900001,688011,1,MALE
330,B99990,600001,0,MALE
331,GD0004,600001,0,MALE
332,101194,602114,0,MALE
333,1840,600001,0,MALE
334,201106,603001,0,MALE
335,1070,600001,0,MALE
336,AT1085,601101,0,MALE
337,AT1091,601101,0,MALE
338,AT1097,601101,0,MALE
339,AT1001,601102,0,MALE
340,AT1006,601104,0,MALE
341,AT1012,601105,0,MALE
342,AT1018,601107,0,MALE
343,AT1024,601109,0,MALE
344,AT1030,601112,0,MALE
345,AT1036,601112,0,MALE
346,AT1042,601123,0,MALE
347,AT1048,601113,0,MALE
348,AT1054,601113,0,MALE
349,AT1060,601115,0,MALE
350,AT1066,601117,0,MALE
351,AT1072,601119,0,MALE
352,AT1078,601125,0,MALE
353,AT1105,601127,0,MALE
354,AT2005,602101,0,MALE
355,AT2008,602102,0,MALE
356,AT2014,602104,0,MALE
357,AT2020,602106,0,MALE
358,AT3005,603102,0,MALE
359,DH0006,688006,1,MALE
360,IN0002,688005,0,MALE
361,IN0008,688005,0,MALE
362,IN0014,688005,0,MALE
363,IN0020,688005,0,MALE
364,IN0026,688005,0,MALE
365,9012,601109,0,MALE
366,11012,601114,0,MALE
367,1353,601113,0,MALE
368,15021,601115,0,MALE
369,16021,601116,0,MALE
370,1623,601119,0,MALE
371,101151,601110,0,MALE
372,2113,601113,0,MALE
373,101087,602107,0,MALE
374,101217,602117,0,MALE
375,101241,602115,0,MALE
376,101186,602109,1,MALE
377,101249,602103,0,MALE
378,101239,602108,0,MALE
379,101238,602105,0,MALE
380,8014,601111,0,MALE
381,16018,601116,0,MALE
382,101234,602002,1,MALE
383,4049,601104,0,MALE
384,14010,601114,0,MALE
385,1343,601126,0,MALE
386,8010,601131,0,MALE
387,4012,601114,0,MALE
388,101030,602103,0,MALE
389,101020,602106,0,MALE
390,101086,602113,0,MALE
391,1025,601101,0,MALE
392,ZJ0006,688002,0,MALE
393,ZJ0012,688002,0,MALE
394,ZJ0018,688002,0,MALE
395,ZJ0024,688002,0,MALE
396,ZJ0030,688002,0,MALE
397,ZJ0036,688002,0,MALE
398,ZJ0042,688002,0,MALE
399,ZJ0048,688002,0,MALE
400,TP0004,688010,0,MALE
401,TP0010,688010,0,MALE
402,980001,600001,0,MALE
403,GD0003,600001,0,MALE
404,GD0009,600001,0,MALE
405,1262,600001,0,MALE
406,201034,603001,0,MALE
407,10060,601110,0,MALE
408,11043,601106,0,MALE
409,1593,601130,0,MALE
410,14004,601114,0,MALE
411,1831,601104,0,MALE
412,4055,601104,0,MALE
413,4082,601153,0,MALE
414,7035,601106,0,MALE
415,1618,601112,0,MALE
416,1832,601117,0,MALE
417,1327,601101,0,MALE
418,2021,601002,0,MALE
419,3038,601103,0,MALE
420,5058,601105,0,MALE
421,6010,601002,0,MALE
422,8025,601002,0,MALE
423,9039,601109,0,MALE
424,10039,601110,0,MALE
425,201013,603102,0,MALE
426,4028,601128,0,MALE
427,11037,601144,1,MALE
428,1558,601113,0,MALE
429,2259,601113,0,MALE
430,1392,601101,0,MALE
431,1882,601104,0,MALE
432,4069,601104,0,MALE
433,1208,601107,0,MALE
434,1614,601112,0,MALE
435,14035,601114,0,MALE
436,1240,601101,0,MALE
437,1552,601110,0,MALE
438,2047,601111,0,MALE
439,3044,601103,0,MALE
440,5063,601105,0,MALE
441,14019,601109,0,MALE
442,8041,601107,0,MALE
443,9062,601122,0,MALE
444,1539,601118,0,MALE
445,2007,601102,0,MALE
446,2006,601110,0,MALE
447,10011,601105,0,MALE
448,10023,601105,0,MALE
449,1368,601112,0,MALE
450,14029,601129,0,MALE
451,16015,601136,1,MALE
452,17008,601118,0,MALE
453,21002,601124,0,MALE
454,2110,601105,0,MALE
455,1901,601145,1,MALE
456,101150,602001,0,MALE
457,101231,602101,0,MALE
458,101142,602107,0,MALE
459,101243,602110,1,MALE
460,101205,602111,1,MALE
461,101136,602109,0,MALE
462,101190,602111,0,MALE
463,101025,601106,0,MALE
464,1017,600001,0,MALE
465,AT1084,601101,0,MALE
466,AT1090,601101,0,MALE
467,AT1096,601101,0,MALE
468,AT1102,601104,0,MALE
469,AT1005,601103,0,MALE
470,AT1011,601104,0,MALE
471,AT1017,601107,0,MALE
472,AT1023,601109,0,MALE
473,AT1029,601111,0,MALE
474,AT1035,601112,0,MALE
475,AT1041,601123,0,MALE
476,AT1047,601113,0,MALE
477,AT1053,601113,0,MALE
478,AT1059,601115,0,MALE
479,AT1065,601116,0,MALE
480,AT1071,601118,0,MALE
481,AT1077,601124,0,MALE
482,AT1104,601127,0,MALE
483,AT2004,602101,0,MALE
484,AT2007,602102,0,MALE
485,AT2013,602104,0,MALE
486,AT2019,602106,0,MALE
487,AT3004,603102,0,MALE
488,DH0005,688006,0,MALE
489,IN0001,688005,0,MALE
490,IN0007,688005,0,MALE
491,IN0013,688005,0,MALE
492,IN0019,688005,0,MALE
493,IN0025,688005,0,MALE
494,IN0031,688005,0,MALE
495,IN0037,688005,0,MALE
496,IN0043,688005,0,MALE
497,IN0049,688005,0,MALE
498,201009,603101,0,MALE
499,201077,603106,1,MALE
500,9004,601110,0,MALE
501,4051,601124,0,MALE
502,4042,601108,0,MALE
503,7041,601107,0,MALE
504,1415,601139,1,MALE
505,4004,601111,0,MALE
506,8012,601108,0,MALE
507,11001,601111,0,MALE
508,15002,601115,0,MALE
509,1378,601146,1,MALE
510,101066,602110,0,MALE
511,1136,601002,0,MALE
512,101017,600001,0,MALE
513,1835,600001,0,MALE
514,101098,602102,0,MALE
515,201010,603001,0,MALE
516,101141,602104,0,MALE
517,11022,601151,1,MALE
518,101248,602108,0,MALE
519,201107,603106,0,MALE
520,101013,601103,0,MALE
521,17007,601115,0,MALE
522,1412,601113,0,MALE
523,2101,601127,0,MALE
524,2258,601130,0,MALE
525,5048,601125,0,MALE
526,10069,601110,0,MALE
527,1344,601113,0,MALE
528,1842,601104,0,MALE
529,1057,601103,0,MALE
530,4066,601128,0,MALE
531,4096,601104,0,MALE
532,1380,601112,0,MALE
533,1030,601108,0,MALE
534,1621,601112,0,MALE
535,10031,601109,0,MALE
536,1229,601101,0,MALE
537,14025,601114,0,MALE
538,1393,601101,0,MALE
539,1505,601118,0,MALE
540,2044,601102,0,MALE
541,2153,601126,0,MALE
542,3043,601117,0,MALE
543,201072,603001,0,MALE
544,5062,601142,1,MALE
545,1825,601101,0,MALE
546,6047,601106,0,MALE
547,201071,603101,0,MALE
548,101113,602001,0,MALE
549,101068,602114,0,MALE
550,8040,601115,0,MALE
551,7039,601107,0,MALE
552,9052,601101,0,MALE
553,1413,601113,0,MALE
554,15016,601124,0,MALE
555,101103,602116,0,MALE
556,1045,601102,0,MALE
557,2037,601102,0,MALE
558,10042,601110,0,MALE
559,11021,601111,0,MALE
560,7021,601107,0,MALE
561,1541,601118,0,MALE
562,10020,601110,0,MALE
563,8032,601135,1,MALE
564,1367,601146,0,MALE
565,1448,601119,0,MALE
566,14021,601114,0,MALE
567,1149,601127,0,MALE
568,15028,601110,0,MALE
569,101102,602101,0,MALE
570,17004,601118,0,MALE
571,101018,602102,0,MALE
572,4076,601148,0,MALE
573,201011,603104,1,MALE
574,1886,601106,0,MALE
575,ZJ0004,688002,0,MALE
576,1792,601127,0,MALE
577,ZJ0010,688002,0,MALE
578,101106,602117,0,MALE
579,ZJ0016,688002,0,MALE
580,ZJ0022,688002,0,MALE
581,ZJ0028,688002,0,MALE
582,ZJ0034,688002,0,MALE
583,ZJ0040,688002,0,MALE
584,101225,602109,0,MALE
585,ZJ0046,688002,0,MALE
586,101247,602101,0,MALE
587,TP0002,688010,0,MALE
588,101230,602103,0,MALE
589,TP0008,688010,0,MALE
590,101149,602106,0,MALE
591,900004,688014,1,MALE
592,101109,602117,0,MALE
593,GD0001,600001,0,MALE
594,GD0007,600001,0,MALE
595,1224,600001,0,MALE
596,101159,602101,0,MALE
597,101262,602110,0,MALE
598,201118,603102,0,MALE
599,6004,601106,0,MALE
600,1620,601112,0,MALE
601,4011,601128,0,MALE
602,7034,601107,0,MALE
603,1400,601130,0,MALE
604,10038,601104,0,MALE
605,1043,601108,0,MALE
606,1077,601105,0,MALE
607,14006,601115,0,MALE
608,1383,601119,0,MALE
609,9045,601127,0,MALE
610,201033,603102,0,MALE
611,101146,602002,0,MALE
612,1508,600001,0,MALE
613,101188,602001,0,MALE
614,101009,602112,0,MALE
615,DH0010,688006,0,MALE
616,IN0006,688005,0,MALE
617,IN0012,688005,0,MALE
618,IN0018,688005,0,MALE
619,IN0024,688005,0,MALE
620,IN0030,688005,0,MALE
621,IN0036,688005,0,MALE
622,IN0042,688005,0,MALE
623,IN0048,688005,0,MALE
624,GD0081,601106,0,MALE
625,GD0087,601106,0,MALE
626,GD0093,601107,0,MALE
627,GD0099,601107,0,MALE
628,GD0105,601108,0,MALE
629,GD0111,601109,0,MALE
630,GD0117,601109,0,MALE
631,GD0123,601110,0,MALE
632,GD0129,601110,0,MALE
633,GD0135,601111,0,MALE
634,GD0141,601112,0,MALE
635,GD0147,601112,0,MALE
636,GD0153,601113,0,MALE
637,GD0237,601121,0,MALE
638,GD0243,601122,0,MALE
639,GD0249,601122,0,MALE
640,GD0255,601123,0,MALE
641,GD0261,601124,0,MALE
642,GD0267,601124,0,MALE
643,GD0156,601113,0,MALE
644,GD0162,601114,0,MALE
645,GD0168,601114,0,MALE
646,GD0174,601115,0,MALE
647,GD0180,601115,0,MALE
648,GD0186,601116,0,MALE
649,GD0192,601117,0,MALE
650,GD0198,601117,0,MALE
651,8002,601108,0,MALE
652,16012,601135,0,MALE
653,101224,602002,0,MALE
654,3008,601103,0,MALE
655,1369,601123,0,MALE
656,1373,601143,0,MALE
657,1207,601115,0,MALE
658,1626,601146,0,MALE
659,101031,601145,0,MALE
660,101271,602109,0,MALE
661,101174,602106,0,MALE
662,1018,601002,0,MALE
663,ZJ0005,688002,0,MALE
664,ZJ0011,688002,0,MALE
665,ZJ0017,688002,0,MALE
666,ZJ0023,688002,0,MALE
667,ZJ0029,688002,0,MALE
668,ZJ0035,688002,0,MALE
669,ZJ0041,688002,0,MALE
670,ZJ0047,688002,0,MALE
671,TP0003,688010,0,MALE
672,TP0009,688010,0,MALE
673,900005,688015,1,MALE
674,GD0002,600001,0,MALE
675,GD0008,600001,0,MALE
676,7022,600001,0,MALE
677,1007,603001,0,MALE
678,11018,600001,0,MALE
679,AT1088,601101,0,MALE
680,1227,600001,0,MALE
681,201027,603001,0,MALE
682,1137,603107,1,MALE
683,AT1083,601101,0,MALE
684,AT1089,601101,0,MALE
685,AT1095,601101,0,MALE
686,AT1101,601101,0,MALE
687,AT1004,601103,0,MALE
688,AT1010,601104,0,MALE
689,AT1016,601107,0,MALE
690,AT1022,601108,0,MALE
691,AT1028,601111,0,MALE
692,AT1034,601112,0,MALE
693,AT1040,601112,0,MALE
694,AT1046,601113,0,MALE
695,AT1052,601113,0,MALE
696,AT1058,601115,0,MALE
697,AT1064,601116,0,MALE
698,AT1070,601118,0,MALE
699,AT1076,601124,0,MALE
700,AT1082,601126,0,MALE
701,AT2003,602101,0,MALE
702,AT2024,602002,0,MALE
703,AT2012,602103,0,MALE
704,AT2018,602105,0,MALE
705,AT3003,603101,0,MALE
706,DH0004,688006,0,MALE
707,YD2011,602108,0,MALE
708,YD2017,602110,0,MALE
709,YD2023,602104,0,MALE
710,YD2029,602117,0,MALE
711,YD2035,602106,0,MALE
712,YD2041,602106,0,MALE
713,333323,600001,0,MALE
714,333333,600001,0,MALE
715,1804,601101,0,MALE
716,1688,601101,0,MALE
717,1984,601119,0,MALE
718,201217,603101,0,MALE
719,101192,602101,0,MALE
720,102015,602115,0,MALE
721,YD1002,601101,0,MALE
722,YD1008,601102,0,MALE
723,YD1014,601104,0,MALE
724,YD1020,601105,0,MALE
725,YD1026,601106,0,MALE
726,YD1032,601106,0,MALE
727,YD1038,601106,0,MALE
728,GS0438,603101,0,MALE
729,GS0444,603102,0,MALE
730,GS0450,603102,0,MALE
731,LC0001,688014,0,MALE
732,LC0006,688014,0,MALE
733,CC0003,688017,1,MALE
734,YD1044,601106,0,MALE
735,YD1050,601109,0,MALE
736,YD1056,601133,1,MALE
737,YD1062,601111,0,MALE
738,YD1068,601112,0,MALE
739,YD1074,601113,0,MALE
740,YD1080,601113,0,MALE
741,YD1141,601111,0,MALE
742,YD1147,601111,0,MALE
743,YD1153,601120,0,MALE
744,YD1162,601106,0,MALE
745,101245,602109,0,MALE
746,YD1169,601106,0,MALE
747,1350,601123,0,MALE
748,YD2077,602109,0,MALE
749,101041,602111,0,MALE
750,201035,603101,0,MALE
751,1249,601101,0,MALE
752,1152,600001,0,MALE
753,201004,601102,0,MALE
754,1788,600001,0,MALE
755,YD1117,601118,0,MALE
756,2220,601105,0,MALE
757,16034,601116,0,MALE
758,1179,600001,0,MALE
759,YD1130,601112,0,MALE
760,YD1122,601116,0,MALE
761,1430,601113,0,MALE
762,YD1135,601133,0,MALE
763,201144,603101,0,MALE
764,2035,601102,0,MALE
765,1073,600001,0,MALE
766,YD2053,602104,0,MALE
767,GS0124,601110,0,MALE
768,GS0130,601110,0,MALE
769,GS0136,601111,0,MALE
770,GS0142,601112,0,MALE
771,GS0148,601112,0,MALE
772,GS0154,601113,0,MALE
773,GS0160,601113,0,MALE
774,GS0166,601114,0,MALE
775,GS0172,601115,0,MALE
776,GS0178,601115,0,MALE
777,GS0184,601116,0,MALE
778,GS0190,601116,0,MALE
779,GS0196,601117,0,MALE
780,GS0202,601118,0,MALE
781,GS0208,601118,0,MALE
782,GS0214,601119,0,MALE
783,GS0220,601119,0,MALE
784,GS0226,601120,0,MALE
785,GS0231,601121,0,MALE
786,GS0237,601121,0,MALE
787,GS0243,601122,0,MALE
788,GS0249,601122,0,MALE
789,GS0255,601123,0,MALE
790,GS0261,601124,0,MALE
791,GS0267,601124,0,MALE
792,GS0273,601125,0,MALE
793,GS0279,601125,0,MALE
794,GS0285,601126,0,MALE
795,GS0291,601127,0,MALE
796,GS0297,601127,0,MALE
797,GS0303,601128,0,MALE
798,GS0309,601128,0,MALE
799,GS0315,601129,0,MALE
800,GS0321,601130,0,MALE
801,GS0327,601130,0,MALE
802,GD0424,603001,0,MALE
803,GD0430,603001,0,MALE
804,GD0436,603101,0,MALE
805,GD0482,603101,0,MALE
806,GD0488,603101,0,MALE
807,GD0444,603102,0,MALE
808,GD0450,603102,0,MALE
809,IC0006,688008,0,MALE
810,IC0012,688008,0,MALE
811,IC0018,688008,0,MALE
812,IC0024,688008,0,MALE
813,IC0030,688008,0,MALE
814,IC0036,688008,0,MALE
815,AU1004,688004,0,MALE
816,AU1010,688004,0,MALE
817,AU1016,688004,0,MALE
818,XY0004,688004,0,MALE
819,XY0010,688004,0,MALE
820,ED0004,688007,0,MALE
821,ED0010,688007,0,MALE
822,ED0016,688007,0,MALE
823,ED0022,688007,0,MALE
824,ED0028,688007,0,MALE
825,ED0034,688007,0,MALE
826,ED0040,688007,0,MALE
827,ED0046,688007,0,MALE
828,GS0089,601106,0,MALE
829,GS0095,601107,0,MALE
830,GS0101,601108,0,MALE
831,GS0107,601108,0,MALE
832,GS0113,601109,0,MALE
833,GS0119,601109,0,MALE
834,ED0049,688007,0,MALE
835,GS0004,600001,0,MALE
836,GS0010,600001,0,MALE
837,GS0016,601001,0,MALE
838,GS0022,601101,0,MALE
839,GS0028,601101,0,MALE
840,GS0034,601102,0,MALE
841,GS0040,601102,0,MALE
842,GS0046,601103,0,MALE
843,GS0052,601104,0,MALE
844,GS0058,601104,0,MALE
845,GS0074,601105,0,MALE
846,11035,601121,0,MALE
847,YX1117,601117,0,MALE
848,YX1123,601123,0,MALE
849,YX1129,601129,0,MALE
850,YX2102,602102,0,MALE
851,YX3001,603001,0,MALE
852,IB0002,688009,0,MALE
853,IB0008,688009,0,MALE
854,IB0014,688009,0,MALE
855,IB0020,688009,0,MALE
856,IB0026,688009,0,MALE
857,IB0032,688009,0,MALE
858,IB0038,688009,0,MALE
859,IB0044,688009,0,MALE
860,GS0358,602101,0,MALE
861,GS0364,602102,0,MALE
862,GS0370,602102,0,MALE
863,GS0376,602103,0,MALE
864,GS0382,602104,0,MALE
865,GS0388,602104,0,MALE
866,GS0394,602105,0,MALE
867,GS0400,602105,0,MALE
868,GS0406,602106,0,MALE
869,GS0412,602107,0,MALE
870,GS0418,602107,0,MALE
871,GS0424,603001,0,MALE
872,GS0430,603001,0,MALE
873,YX1118,601118,0,MALE
874,YX1124,601124,0,MALE
875,YX1130,601130,0,MALE
876,YX2103,602103,0,MALE
877,YX3002,603002,1,MALE
878,IB0003,688009,0,MALE
879,IB0009,688009,0,MALE
880,IB0015,688009,0,MALE
881,IB0021,688009,0,MALE
882,IB0027,688009,0,MALE
883,IB0033,688009,0,MALE
884,IB0039,688009,0,MALE
885,IB0045,688009,0,MALE
886,GS0359,602101,0,MALE
887,GS0365,602102,0,MALE
888,GS0371,602103,0,MALE
889,GS0377,602103,0,MALE
890,GS0383,602104,0,MALE
891,GS0389,602104,0,MALE
892,GS0395,602105,0,MALE
893,GS0401,602106,0,MALE
894,GS0407,602106,0,MALE
895,GS0413,602107,0,MALE
896,GS0419,602107,0,MALE
897,GS0425,603001,0,MALE
898,GS0431,603101,0,MALE
899,GS0125,601110,0,MALE
900,GS0131,601111,0,MALE
901,GS0137,601111,0,MALE
902,GS0143,601112,0,MALE
903,GS0149,601112,0,MALE
904,GS0155,601113,0,MALE
905,GS0161,601114,0,MALE
906,GS0167,601114,0,MALE
907,GS0173,601115,0,MALE
908,GS0179,601115,0,MALE
909,GS0185,601116,0,MALE
910,GS0191,601117,0,MALE
911,GS0197,601117,0,MALE
912,GS0203,601118,0,MALE
